frame,object_name
0,car
50,car
50,car
100,car
100,person
150,car
200,person
400,car
450,car
500,car
550,car
600,car
650,car
700,car
750,car
800,car
900,person
950,person
950,person
1000,person
1050,person
1100,person
1150,person
1200,person
1300,car
1400,car
1450,car
1500,car
1550,car
1650,person
1700,car
1700,car
1700,person
1750,car
1800,car
1850,car
1900,car
2000,car
2000,car
2050,car
2050,car
2100,car
2100,car
2150,car
2150,car
2200,car
2200,car
2250,car
2250,car
2250,person
2300,car
2300,car
2300,person
2350,car
2350,car
2400,car
2400,car
2450,car
2450,car
2500,car
2500,car
2500,car
2500,car
2550,car
2550,car
2550,car
2550,car
2600,car
2600,car
2600,car
2600,car
2650,car
2650,car
2650,car
2700,car
2700,car
2700,car
2750,car
2800,person
2800,car
2850,car
2850,person
2850,person
2850,car
2900,car
2900,person
2900,person
2950,car
2950,person
2950,car
3000,car
3050,person
3350,car
3500,car
3650,car
3700,car
3700,person
3800,person
3850,person
3900,car
3900,person
3950,car
3950,person
4000,car
4100,car
4150,car
4200,car
4250,car
4300,car
4350,car
4400,car
4900,car
4900,car
4950,car
4950,car
5000,car
5000,car
5050,car
5050,car
5050,car
5100,car
5100,car
5100,car
5150,car
5150,car
5200,car
5300,car
5350,car
5450,car
5500,car
5550,car
5600,car
5750,car
5800,car
5850,car
5900,car
5950,car
6050,car
6100,car
6100,car
6150,car
6200,car
6200,car
6250,car
6300,car
6300,car
6300,car
6350,car
6400,car
6450,car
6500,car
6550,car
6600,car
6700,car
6750,car
6950,person
7000,person
7050,person
7100,person
7200,person
7250,person
7300,person
7350,person
7400,person
7550,person
7600,person
7650,person
7750,person
7800,person
7850,person
7900,car
7950,car
8000,car
8050,car
8050,car
8100,car
8100,car
8100,car
8150,car
8150,car
8200,car
8300,car
8350,car
8400,car
8450,car
8450,car
8500,car
8550,car
8550,car
8600,car
8600,car
8650,car
8700,car
9000,car
9000,car
9000,car
9000,car
9050,car
9100,car
9150,car
9450,car
9500,car
9550,car
9600,car
9650,car
9700,car
9750,car
9800,car
9900,car
9950,car
9950,car
10000,car
10000,car
10050,car
10100,car
10150,car
10300,car
10300,person
10350,car
10400,person
10500,person
10550,person
10800,car
10850,car
10900,car
10900,car
10950,car
10950,car
11350,car
11350,car
11400,car
11400,car
11450,car
11450,car
11800,car
11850,car
11950,car
12000,car
12050,car
12100,car
12100,car
12150,car
12150,car
12200,car
12250,car
12250,car
12300,car
12350,car
12400,car
12450,car
12600,car
12650,car
12650,car
12700,car
12750,car
12800,car
12850,car
13600,car
13650,car
13700,car
13750,car
13750,car
13800,car
13800,car
13850,car
13900,car
14000,car
14200,car
14250,car
14350,car
14400,car
14400,car
14450,car
14500,car
14500,car
14500,car
14550,car
14550,car
14600,car
14600,car
14600,car
14600,car
14650,car
14650,car
14750,car
14800,car
14800,person
14850,car
14850,person
15150,car
15200,car
15200,car
15250,car
15250,car
15250,person
15300,car
15300,car
15350,car
15350,car
15400,car
15450,car
15500,car
15550,car
15600,car
15600,car
15600,car
15650,car
15650,car
15700,car
15700,car
15750,car
15800,car
15800,car
15800,car
15850,car
15850,car
15900,car
15950,car
16050,car
16100,car
16100,car
16150,car
16300,car
16350,car
16350,car
16400,car
16450,car
16500,car
16500,car
16550,car
16850,car
16900,car
17000,car
17050,car
17100,car
17500,car
17500,car
17600,car
17650,car
17650,car
17750,person
17750,car
17800,car
18000,car
18050,car
18050,car
18200,car
18250,car
18250,car
18400,car
18450,car
18500,car
18550,car
18600,car
19450,car
19650,car
19650,car
19800,car
19850,car
19900,car
20500,car
20550,car
20600,car
20650,car
20850,car
20900,car
21000,person
21050,car
21100,car
21150,car
21150,car
21150,person
21200,car
21200,person
21200,car
21250,car
21250,car
21350,car
21350,person
21400,car
21450,car
21450,car
21450,car
21450,person
21500,car
21500,car
21500,person
21550,car
21600,person
21600,car
21650,person
21650,car
21650,person
21650,car
21700,car
21700,person
21750,person
21750,person
21750,car
21800,person
21850,person
21850,person
21900,car
21900,person
21950,car
21950,person
21950,car
21950,car
21950,person
22000,car
22000,car
22000,car
22050,car
22050,car
22100,car
22100,car
22150,car
22150,car
22200,car
22200,car
22250,car
22250,car
22300,car
22300,car
22300,car
22350,car
22400,car
22450,car
22500,car
22500,car
22550,car
22600,car
22650,car
22950,car
22950,car
23000,car
23000,car
23000,car
23050,car
23050,car
23100,car
23100,car
23100,car
23100,car
23150,car
23150,car
23150,car
23200,car
23200,car
23250,car
23250,car
23300,car
23300,car
23450,car
23450,car
23450,car
23500,car
23500,car
23550,car
23600,car
23600,car
23650,car
23800,car
23800,car
23950,car
24000,car
24050,car
24100,car
24150,car
24200,car
24650,car
24700,car
24800,person
24800,car
24850,person
24850,car
24900,car
24950,person
24950,car
25000,car
25000,car
25000,car
25100,car
25100,car
25200,car
25250,car
25250,car
25300,car
25350,car
25400,car
25700,car
25750,car
25800,car
25800,car
25900,car
25950,car
25950,car
26200,car
26250,car
26300,car
26450,car
26500,car
26550,person
26550,car
26600,person
26650,person
26700,car
26700,person
26750,car
26750,person
26800,car
26850,car
26900,car
26950,car
26950,car
26950,car
27000,car
27000,car
27100,car
27100,car
27100,car
27150,car
27150,car
27200,car
27250,car
27250,car
27300,car
27350,car
27350,car
27450,car
27800,car
27850,car
27900,car
27950,car
28000,car
28100,car
28200,car
28500,car
28550,car
28600,car
28700,car
28700,car
28750,car
28750,car
28750,car
28800,car
29000,car
29100,car
29150,car
29150,car
29200,car
29400,car
29400,car
29450,car
29500,car
29550,car
29600,car
29600,car
29650,car
29700,car
29700,car
29750,car
29800,car
29800,car
29850,car
29900,car
29900,car
29950,car
30000,car
30050,car
30050,car
30100,car
30100,car
30150,car
30150,car
30150,car
30200,car
30250,car
30250,car
30300,car
30300,car
30300,car
30350,car
30350,car
30350,car
30400,car
30400,car
30400,car
30450,car
30450,car
30500,car
30550,car
30550,car
30600,car
30600,car
30650,car
30700,car
31450,car
31750,car
32300,car
32500,car
32550,car
32550,car
32600,car
32600,car
32650,car
32650,car
32700,car
32850,car
33050,car
33100,car
33150,car
33200,car
33250,car
33350,car
33400,car
33450,car
33500,car
33650,car
33700,car
33750,car
33750,car
33800,car
33850,car
34250,car
34300,car
34400,car
34450,car
34500,car
34550,car
34600,car
34650,car
34700,car
34750,car
34800,car
34850,car
34900,car
34950,car
35000,car
35050,car
35100,car
35150,car
35200,car
35250,car
35250,car
35300,car
35300,car
35350,car
35500,car
35550,car
35750,car
36000,car
36050,car
36100,car
36950,car
37050,car
37150,car
37200,car
37200,car
37250,car
37250,car
37300,car
37350,car
37400,car
37500,car
37550,car
37550,car
37600,car
37800,car
37900,car
37950,car
37950,car
38000,car
39050,car
39450,car
39500,car
39550,car
39600,car
39950,car
40000,car
40300,car
40600,car
40650,car
40700,car
40750,car
40950,car
41400,car
41600,car
41650,car
41700,car
41850,car
41850,car
41900,car
41900,car
41950,car
42050,car
42050,person
42100,person
42150,person
42150,car
42200,car
42250,person
42250,person
42550,car
42600,car
42600,car
42650,car
42650,car
42700,car
42700,car
42700,car
42750,person
42850,car
42850,person
43000,person
43000,car
43050,person
43100,person
43150,person
43150,person
43200,person
43200,person
43200,car
43250,person
43250,person
43250,car
43300,car
43300,person
43350,car
43350,person
43400,car
43400,person
43400,car
43600,car
43650,car
43700,car
43750,car
43800,car
43800,car
43850,car
44050,car
44100,car
44150,car
44200,car
44250,car
44300,car
44350,car
44400,car
44550,car
44550,car
44550,car
44600,car
44650,car
44700,car
45650,car
45950,car
46000,car
46000,car
46000,car
46050,car
46100,car
46200,car
46800,car
46900,car
47000,car
47100,car
47450,person
47500,car
47500,person
47550,car
47550,person
47600,car
47600,person
47650,person
47650,car
47750,person
47850,person
47950,person
48000,person
48050,person
48100,person
48100,person
48100,person
48150,person
48150,person
48200,person
48200,person
48200,person
48250,person
48250,person
48250,person
48300,person
48300,person
48300,person
48350,person
48350,person
48400,person
48450,person
48500,person
48550,person
48600,person
48650,person
48700,person
48700,car
48750,person
48750,car
48800,car
48800,person
48850,person
48900,car
48900,car
48950,car
48950,person
48950,car
49000,car
49000,car
49050,car
49150,car
49200,car
49250,car
49300,car
49350,car
49400,car
49550,car
49600,car
49700,car
49750,car
49900,car
50000,car
50000,car
50050,car
50050,car
50050,car
50100,car
50100,car
50100,car
50150,car
50150,car
50150,car
50150,car
50200,car
50200,car
50200,car
50250,car
50250,car
50300,car
50300,car
50650,car
50650,car
50700,car
50750,car
50800,car
51050,car
51150,car
51200,car
51550,person
51600,person
51650,person
51700,person
51800,person
51800,person
51900,car
52000,car
52050,car
52100,car
52150,car
52200,car
52350,person
52450,person
52550,person
52600,car
52700,car
52700,car
52750,car
52800,car
52800,car
52850,car
52900,car
52900,car
52950,car
53050,car
53100,car
53100,car
53150,car
53200,car
53200,car
53250,car
53250,car
53300,car
53300,car
53350,car
53350,person
53350,car
53350,person
53550,car
53600,car
53650,car
53850,car
53850,car
53900,car
53950,car
53950,car
54050,car
54150,car
54200,car
54250,car
54300,car
54450,car
54500,car
54950,car
55000,car
55050,car
55050,car
55100,car
55100,car
55150,car
55200,car
55250,car
55250,car
55350,car
56800,car
56800,car
56850,car
56850,car
57200,car
57250,car
57300,car
57300,car
57350,car
57400,car
57450,car
57500,car
57500,car
57550,car
57550,car
57600,car
57600,car
57700,car
57700,car
57750,car
57800,car
57850,car
57900,car
57950,car
57950,car
58000,car
58000,car
58000,car
58050,car
58100,car
58100,person
58100,person
58100,person
58150,car
58150,person
58150,person
58200,person
58200,person
58250,car
58250,person
58250,car
58300,person
58300,person
58300,person
58350,person
58350,person
58400,person
58400,person
58450,person
58450,person
58500,person
58500,person
58600,person
58650,person
58800,car
58850,car
58900,car
59000,car
59100,car
59150,car
59150,car
59200,car
59200,car
59250,car
59250,car
59250,car
59300,car
59650,car
59650,car
59700,car
59750,car
59800,car
59850,car
59900,car
59950,car
59950,car
60000,car
60000,car
60050,car
60100,car
60150,car
60200,car
60250,car
60300,car
60350,car
60400,car
60450,car
60550,car
60550,car
60600,car
60650,car
60750,car
60800,car
60900,car
62500,car
62550,car
63050,person
63100,person
63200,car
63300,person
63350,car
63350,person
63400,car
63400,person
63450,car
63500,car
63550,car
63600,car
63800,car
63800,car
63850,car
63850,person
63900,car
63900,car
63900,car
63950,car
64000,car
64100,car
64150,car
64250,car
64600,car
64900,car
65050,car
65800,car
65900,car
66750,car
66800,car
67300,person
67350,person
67350,person
67400,person
67450,person
67500,person
67500,person
67550,car
67550,person
67550,car
67600,person
67600,car
67650,car
68200,car
68250,car
68300,car
68350,car
68450,car
68450,car
68450,car
68450,car
68500,car
68500,car
68550,car
68550,car
68600,car
68650,car
68700,car
68750,car
68800,car
68850,car
68900,car
68950,car
69350,car
69450,car
69500,car
69600,car
69950,car
70250,car
70300,car
71350,car
71400,car
71400,car
71500,car
71600,car
71700,car
71700,car
71750,car
71800,car
71800,car
71850,car
71850,car
71900,car
71900,car
71950,car
72000,car
72000,car
72050,car
73500,car
73550,car
73600,car
73650,car
73700,car
73750,car
73750,car
73800,car
73800,car
73850,car
73850,car
73900,car
73950,car
73950,car
74000,car
74000,car
74000,car
74050,car
74050,car
74100,car
74100,car
74150,car
74150,car
74200,car
74200,car
74250,car
74300,car
74350,car
74400,car
74450,car
74650,car
74700,car
74700,car
74850,car
75000,car
75050,car
75050,car
75100,car
75300,car
75350,car
75350,car
75550,car
75550,car
75600,car
75950,car
76000,car
76050,car
76500,car
76550,car
77000,car
77000,car
77050,car
77100,car
77800,car
78050,car
78100,car
78150,car
78200,car
78200,person
78250,car
78250,person
78300,car
78300,person
78350,car
78350,person
78350,person
78400,car
78400,person
78400,person
78450,car
78450,person
78500,person
78500,car
78500,person
78550,car
78600,car
78750,car
78750,car
78800,car
78850,car
78900,car
79250,car
79300,car
79350,car
79350,car
79400,car
79400,car
79500,car
79550,car
79550,car
79600,car
79600,car
79750,car
79850,car
79900,car
79950,car
79950,car
80000,car
80000,car
80050,car
80050,car
80100,person
80100,person
80200,person
80350,person
80350,person
80400,person
80400,person
80450,car
80450,person
80450,person
80500,person
80600,car
80650,car
80700,car
80700,car
80750,car
80800,car
81050,car
81100,car
81150,car
81300,car
81450,car
81500,car
82750,car
82800,car
82850,car
83350,car
83450,car
83600,person
83700,person
83700,person
83750,person
83750,person
83800,person
83800,person
83800,person
83850,person
83850,person
83850,person
83900,person
83900,person
83950,person
83950,person
84000,person
84000,person
84050,person
84050,person
84100,person
84200,person
84250,person
84350,car
84400,car
84400,car
84450,car
85300,car
85350,car
85400,car
86200,car
86200,car
86250,car
86300,car
86300,car
86350,car
87200,car
87250,car
87300,car
87700,car
88050,car
88100,car
88350,car
88400,car
88450,car
88500,car
88700,car
88850,car
88950,person
89650,car
89900,car
89950,car
89950,car
90000,car
90000,car
90050,car
90150,car
90200,car
90200,car
90250,car
90450,car
90450,car
90500,car
90500,car
90550,car
90550,car
90600,person
90600,car
90650,person
90700,person
90750,person
90800,person
90800,car
90900,car
90900,person
90950,car
91000,car
91050,car
91050,car
91100,car
91150,car
91200,car
91200,car
91700,car
91750,car
91800,car
91850,car
91900,car
91950,car
92000,car
92050,car
92050,car
92100,car
92150,car
92350,car
92400,car
92400,car
92450,car
92450,car
93450,car
93500,car
93550,car
93650,car
93750,car
93800,car
93800,car
93850,car
94150,car
94200,car
94200,car
94250,car
94300,car
94350,car
95300,person
95450,person
95550,car
95550,person
95600,car
95600,car
95650,car
95700,car
95700,car
95750,car
97250,car
97300,car
97400,car
97450,car
97900,car
97950,car
98000,car
98050,car
98100,car
98150,car
98550,car
98600,car
98650,car
98700,car
98700,car
98750,car
98850,car
99200,car
99250,car
99300,car
99400,car
99500,car
100350,car
100400,car
100450,car
100500,car
100550,car
100600,car
100650,car
100700,car
100750,car
100800,car
100850,car
100900,car
100950,car
101000,car
101050,car
101100,car
101150,car
101200,car
101350,car
101400,car
101450,car
101500,car
101500,car
101500,car
101550,car
101550,car
101600,car
101700,car
101700,car
101700,car
101750,car
101750,car
101750,car
101800,car
101800,car
101850,car
101850,car
101850,car
102000,car
102000,car
102050,car
102050,car
102100,car
102150,car
102150,car
102200,car
102200,car
102250,car
102300,car
102300,car
102300,car
102350,car
102400,car
102400,car
102450,car
102900,car
102950,car
103900,car
103950,car
104350,car
104350,car
104400,car
104400,car
104450,car
104450,car
104500,car
104550,car
104600,car
104650,car
104650,car
104700,car
104750,car
104750,car
104800,car
104800,car
104800,car
104850,car
104850,car
104850,car
104900,car
104900,car
104900,car
104950,car
104950,car
105000,car
105100,car
105200,car
105250,car
105300,car
105600,car
105650,car
105700,car
105800,car
105900,car
106000,person
106050,car
106050,person
106100,car
106100,person
106100,person
106100,person
106150,person
106150,person
106150,car
106150,person
106200,person
106250,person
106250,person
106300,person
106300,person
106350,car
106400,car
106450,car
106550,car
106600,car
106650,car
106650,car
106700,car
106700,car
106750,car
106750,car
106750,car
106850,car
106950,car
107550,car
107750,car
108550,car
108600,car
108600,car
108600,car
108650,car
108650,car
108700,car
108750,car
108800,car
108850,car
108900,car
108950,car
109000,car
109050,car
109100,car
109150,car
109200,car
109250,car
109300,car
109350,car
109350,car
109400,car
109450,car
109500,car
109500,car
109550,car
109600,car
109600,car
109600,car
109650,car
109650,car
109650,car
109700,car
109700,car
109750,car
109750,car
109750,car
109800,car
109800,car
109850,car
109850,car
109900,car
109900,car
109950,car
109950,car
110000,car
110000,car
110050,car
110050,car
110100,car
110100,car
110150,car
110200,car
110200,car
110250,car
110250,car
110300,car
110350,car
110400,car
110400,car
110400,car
110450,car
110450,car
110450,car
110450,car
110500,car
110550,car
110600,person
110600,car
110650,person
110700,person
111150,car
111200,car
111200,car
111200,person
111250,car
111250,person
111300,person
111300,car
111400,person
111450,person
111450,person
111500,car
111500,person
111550,car
111550,person
111550,car
111600,car
111600,person
111600,person
111600,car
111650,person
111650,person
111700,person
111700,person
111700,car
111750,person
111750,car
111800,car
111800,car
111800,person
111850,car
111850,person
111850,car
111900,car
111900,person
111900,car
111950,car
111950,person
112000,car
112000,person
112050,car
112100,car
112100,person
112200,car
112200,car
112250,car
112250,car
112300,car
112350,car
112750,car
113250,car
113300,car
114050,car
114100,car
114150,car
114300,car
114350,car
114750,car
114900,person
114950,person
114950,person
115000,person
115000,person
115000,person
115050,person
115050,person
115100,person
115100,person
115100,person
115150,person
115150,person
115150,person
115200,person
115200,person
115200,person
115250,person
115250,person
115250,person
115300,person
115300,person
115300,person
115400,person
115450,person
116300,car
116350,car
116400,car
116450,car
116500,car
116550,car
116550,car
116600,car
116650,car
116650,car
