frame,object_name
550,car
600,car
650,car
1300,car
1350,car
1400,car
1500,car
1550,car
2450,car
2450,car
2500,car
2500,car
2500,car
2500,car
2550,car
2550,car
2600,car
2650,car
2650,car
2650,car
2700,car
2700,car
3800,car
4150,car
4200,car
4250,car
4300,car
4350,car
4950,car
5000,car
5000,car
5050,car
5050,car
5050,car
5100,car
5150,car
5200,car
5300,car
5350,car
5500,car
5600,car
5800,car
5850,car
5900,car
5950,car
6050,car
6100,car
6200,car
6300,car
6350,car
6350,car
6400,car
6400,car
6700,car
8000,car
8050,car
8150,car
8700,car
9000,car
9050,car
9200,car
9500,car
9850,car
9900,car
9950,car
9950,car
10000,car
10000,car
10050,car
10100,car
10350,car
11350,car
11400,car
11450,car
11500,car
11650,car
11700,car
11800,car
11850,car
11900,car
12450,car
12650,car
12650,car
12700,car
13700,car
14450,car
14550,car
14600,car
14800,car
14850,car
14850,car
14900,car
15100,car
15100,car
15150,car
15150,car
15250,car
15250,car
15400,car
15450,car
15450,car
15450,car
15500,car
15550,car
15550,car
15600,car
15600,car
15650,car
15950,car
16300,car
16500,car
16500,car
17450,car
17600,car
17650,car
17950,car
18000,car
18050,car
18200,car
19800,car
21200,car
21200,car
21200,car
21300,car
21450,car
21700,car
22050,car
22250,car
22300,car
22400,car
22850,car
22900,car
22950,car
23600,car
23750,car
23800,car
25250,car
25350,car
26300,car
26700,car
26750,car
26800,car
26850,car
27150,car
27250,car
28150,car
28650,car
28750,car
29300,car
29350,car
29450,car
29450,car
29500,car
29500,car
29550,car
29750,car
29800,car
30300,car
30350,car
30350,car
30400,car
30400,car
30400,car
30450,car
30500,car
30650,car
31650,car
32150,car
32200,car
32250,car
32250,car
32300,car
32300,car
32350,car
32550,car
32650,car
32850,car
33300,car
33450,car
33500,car
33600,car
35200,car
35300,car
35350,car
35400,car
35550,car
36100,car
36950,car
37050,car
37150,car
37150,car
37200,car
37300,car
38000,car
39600,car
40000,car
40750,car
41400,car
41400,car
41450,car
41850,car
42000,car
42200,car
42600,car
42750,car
42800,car
43150,car
43200,car
43250,car
43300,car
43350,car
43500,car
43550,car
43600,car
43600,car
43650,car
43750,car
44550,car
44550,car
45600,car
45950,car
46000,car
46000,car
46000,car
46600,car
47500,car
47550,car
48950,car
49450,car
49550,car
49650,car
49650,car
49650,car
49650,car
49650,car
49750,car
49850,car
49900,car
49950,car
50050,car
50100,car
50100,car
50150,car
50150,car
50150,car
50150,car
50200,car
51150,car
51200,car
52700,car
52850,car
53150,car
53200,car
53200,car
53200,car
53250,car
53250,car
53250,car
53300,car
53300,car
53350,car
53850,car
53900,car
54300,car
54950,car
54950,car
54950,car
55000,car
55000,car
55000,car
55050,car
55050,car
55050,car
55100,car
55100,car
55100,car
55150,car
55150,car
55150,car
55300,car
56750,car
56800,car
56800,car
57500,car
57700,car
58050,car
58050,car
58900,car
59150,car
59150,car
59600,car
60600,car
60700,car
61300,car
61300,car
62550,car
63150,car
63200,car
63850,car
63850,car
63900,car
63900,car
63950,car
64050,car
65050,car
65900,car
68050,car
68300,car
68350,car
68400,car
68400,car
68450,car
68500,car
68550,car
68550,car
