frame,object_name
0,car
50,person
50,car
50,car
100,car
100,person
150,car
200,person
350,car
400,car
450,car
500,car
550,car
600,car
650,car
750,car
800,car
900,person
950,person
1050,person
1300,car
1400,car
1450,car
1600,car
1700,car
2000,car
2000,car
2050,car
2050,car
2100,car
2150,car
2200,car
2200,person
2250,car
2250,car
2300,car
2300,car
2350,car
2350,car
2400,car
2400,car
2450,car
2450,car
2500,car
2500,car
2500,car
2500,car
2550,car
2550,car
2550,car
2600,car
2600,car
2600,car
2650,car
2650,car
2700,car
2700,car
2700,car
2750,person
2750,car
2800,car
2850,car
2850,car
2900,person
2900,car
2950,person
2950,person
2950,car
3200,car
3250,car
3650,person
3800,person
3850,person
3900,person
3950,car
3950,person
4100,car
4150,car
4200,car
4250,car
4300,car
4350,car
4950,car
4950,car
5000,car
5000,car
5050,car
5050,car
5100,car
5100,car
5100,car
5150,car
5200,car
5250,car
5300,car
5350,car
5400,car
5450,car
5500,car
5550,car
5600,car
5800,car
5850,car
5900,car
5950,car
6000,car
6050,car
6100,car
6200,car
6250,car
6300,car
6300,car
6300,car
6350,car
6350,car
6400,car
6450,car
6550,car
6700,car
6750,car
6950,person
7050,person
7250,person
7400,person
7550,person
7600,person
7600,car
7650,person
7700,person
7750,person
7850,car
8050,car
8050,car
8100,car
8100,car
8450,car
8450,car
8600,car
8600,car
8700,car
9000,car
9000,car
9050,car
9500,car
9550,car
9650,car
9700,car
9850,car
9900,car
9950,car
9950,car
9950,car
10000,car
10000,car
10100,car
10300,car
10350,car
10400,person
10500,person
10550,person
10800,car
10900,car
10900,car
10950,car
11050,car
11400,car
11400,car
11450,car
11800,car
11850,car
11900,car
11950,car
12000,car
12050,car
12100,car
12250,car
12250,car
12300,car
12350,car
12400,car
12450,car
12600,car
12650,car
12650,car
12700,car
12750,car
12800,car
12850,car
13650,car
13700,car
13800,car
13900,car
13950,car
13950,car
14000,car
14350,car
14400,car
14450,car
14500,car
14500,car
14500,car
14550,car
14550,car
14600,car
14600,car
14650,car
14650,car
14750,car
14800,person
14800,car
14850,car
15100,car
15150,car
15200,car
15250,car
15250,car
15300,car
15300,car
15350,car
15350,car
15400,car
15400,car
15450,car
15500,car
15600,car
15600,car
15600,car
15650,car
15700,car
15700,car
15700,car
15750,car
15750,car
15800,car
15950,car
16100,car
16150,car
16400,car
16500,car
16550,car
17150,car
17600,car
17600,car
17650,car
17650,person
17850,car
18200,car
18250,car
18450,car
18500,car
18600,car
19800,car
20500,car
20600,car
20700,car
20850,car
21000,car
21100,car
21150,car
21150,car
21150,car
21200,car
21250,car
21300,car
21350,car
21400,car
21450,car
21450,car
21500,person
21550,person
21600,person
21650,car
21700,person
21750,person
21750,car
21800,person
21900,person
21900,person
21950,car
22000,car
22050,car
22100,car
22100,car
22150,car
22250,car
22300,car
22300,car
22350,car
22400,car
22450,car
22500,car
22650,car
22900,car
22950,car
22950,car
23000,car
23100,car
23150,car
23150,car
23200,car
23200,car
23250,car
23300,car
23450,car
23450,car
23500,car
23600,car
23750,car
24000,car
24050,car
24100,car
24150,car
24150,car
24200,car
