frame,object_name
0,car
0,car
50,car
50,car
50,car
50,car
100,car
100,car
100,car
150,car
150,car
350,car
400,car
450,car
500,car
500,car
550,car
550,car
600,car
650,car
650,car
700,car
700,car
700,car
700,car
750,car
750,car
800,car
850,car
900,car
950,car
1000,car
1000,car
1050,car
1100,car
1150,car
1200,car
1200,car
1250,car
1300,car
1300,car
1300,car
1350,car
1350,car
1350,car
1400,car
1400,car
1450,car
1450,car
1450,car
1500,car
1500,car
1500,car
1550,car
1550,car
1550,car
1600,car
1650,car
1650,car
1700,car
1700,car
1750,car
1750,car
1800,car
1850,car
1900,car
1950,car
2000,car
2000,car
2050,car
2050,car
2100,car
2100,car
2150,car
2150,car
2150,car
2200,car
2200,car
2200,car
2250,car
2250,car
2250,car
2300,car
2300,car
2300,car
2350,car
2350,car
2350,car
2400,car
2400,car
2400,car
2450,car
2450,car
2450,car
2500,car
2500,car
2500,car
2500,car
2500,car
2550,car
2550,car
2550,car
2550,car
2550,car
2600,car
2600,car
2600,car
2600,car
2600,car
2600,car
2600,car
2650,car
2650,car
2650,car
2650,car
2650,car
2650,car
2700,car
2700,car
2700,car
2700,car
2700,car
2750,car
2750,car
2750,car
2750,car
2750,car
2800,car
2800,car
2800,car
2800,car
2800,car
2850,car
2850,car
2850,car
2850,car
2850,car
2900,car
2900,car
2900,car
2950,car
2950,car
2950,car
3000,car
3000,car
3050,car
3050,car
3100,car
3100,car
3150,car
3200,car
3200,car
3250,car
3250,car
3300,car
3300,car
3300,car
3350,car
3350,car
3400,car
3400,car
3450,car
3450,car
3500,car
3550,car
3600,car
3650,car
3700,car
3700,car
3750,car
3750,car
3800,car
3800,car
3850,car
3900,car
3900,car
3950,car
3950,car
4000,car
4000,car
4100,car
4150,car
4200,car
4250,car
4300,car
4300,car
4350,car
4350,car
4400,car
4400,car
4500,car
4550,car
4600,car
4750,car
4750,car
4800,car
4850,car
4850,car
4900,car
4900,car
4900,car
4950,car
4950,car
4950,car
5000,car
5000,car
5000,car
5000,car
5050,car
5050,car
5050,car
5050,car
5100,car
5100,car
5100,car
5100,car
5150,car
5150,car
5150,car
5200,car
5200,car
5200,car
5250,car
5250,car
5300,car
5300,car
5300,car
5350,car
5350,car
5400,car
5400,car
5400,car
5450,car
5450,car
5500,car
5500,car
5500,car
5550,car
5550,car
5600,car
5600,car
5700,car
5700,car
5750,car
5800,car
5800,car
5850,car
5850,car
5900,car
5900,car
5900,car
5950,car
5950,car
6000,car
6050,car
6050,car
6100,car
6100,car
6100,car
6150,car
6150,car
6150,car
6150,car
6200,car
6200,car
6200,car
6200,car
6200,car
6250,car
6250,car
6250,car
6250,car
6300,car
6300,car
6350,car
6350,car
6400,car
6400,car
6400,car
6450,car
6450,car
6450,car
6500,car
6500,car
6500,car
6550,car
6600,car
6700,car
6750,car
6750,car
6800,car
6800,car
6850,car
6850,car
6900,car
6950,car
6950,car
7200,car
7500,car
