frame,object_name
0,car
0,car
0,car
1,car
1,car
2,car
3,car
3,car
4,car
6,car
6,car
8,car
8,car
9,car
9,car
11,car
13,car
14,car
14,car
14,car
14,car
14,car
15,car
15,car
15,car
15,car
15,car
20,car
20,car
20,car
20,car
22,car
22,car
22,car
23,car
23,car
25,car
25,car
25,car
27,car
27,car
28,car
28,car
28,car
29,car
29,car
30,car
31,car
31,car
31,car
31,car
31,car
32,car
32,car
32,car
32,car
32,car
34,car
34,car
35,car
35,car
37,car
37,car
38,car
40,car
40,car
40,car
40,car
41,car
42,car
42,car
43,car
44,car
44,car
45,car
45,car
46,car
46,car
47,car
50,car
50,car
50,car
50,car
50,car
51,car
51,car
52,car
53,car
54,car
54,car
55,car
56,car
56,car
57,car
58,person
61,car
61,car
63,car
64,car
64,car
64,car
64,car
66,car
67,car
68,car
68,car
68,car
71,car
73,car
73,car
73,car
73,car
73,car
74,car
74,car
74,car
75,car
75,car
75,car
75,car
76,car
76,car
76,car
76,car
76,car
78,car
81,car
81,car
81,car
81,car
81,car
82,car
82,car
82,car
82,car
82,car
85,car
85,car
85,car
86,car
86,car
86,car
86,car
86,car
88,car
88,car
88,car
89,car
89,car
90,car
90,car
90,car
90,car
90,car
90,car
91,car
91,car
92,car
92,car
93,car
93,car
93,car
93,car
95,car
95,car
95,car
95,car
96,car
97,car
98,car
101,car
101,car
101,car
102,car
102,person
104,car
104,car
104,car
104,car
104,car
104,car
105,car
105,car
105,car
105,car
105,car
105,car
107,car
107,car
108,car
109,car
109,car
109,car
112,car
114,car
114,car
114,car
114,car
115,car
115,car
115,car
117,car
118,car
118,car
118,car
119,car
122,car
122,car
122,car
122,car
123,car
123,car
125,car
125,car
125,car
126,car
126,car
126,car
127,car
129,car
130,car
130,car
133,car
136,car
137,car
137,car
137,car
137,car
137,car
138,car
138,car
138,car
139,car
139,car
139,car
139,car
139,car
140,car
140,car
140,car
140,car
142,car
142,car
142,car
142,car
143,car
143,car
143,car
144,car
144,car
145,car
145,car
145,car
145,car
146,car
146,car
147,car
147,car
147,car
148,car
150,car
150,car
150,car
150,car
150,car
151,person
152,car
152,car
152,car
152,car
152,car
152,car
153,car
153,car
154,car
154,car
155,car
155,car
155,car
155,car
155,car
155,car
156,car
156,car
157,car
157,car
157,car
157,car
157,car
157,car
158,car
158,car
158,car
158,car
159,car
159,car
161,car
161,car
161,car
161,car
161,car
162,car
162,car
163,car
163,car
164,car
164,car
164,car
164,car
165,car
165,car
166,car
166,car
168,car
168,car
168,car
168,car
168,car
169,person
169,car
171,car
171,car
171,car
172,car
172,car
172,car
173,car
173,car
173,car
173,car
174,car
174,car
174,car
174,car
176,car
177,car
177,car
177,car
178,car
178,person
180,car
180,car
180,car
180,car
180,car
181,car
181,car
181,car
184,car
184,car
185,car
186,car
186,car
187,car
189,car
189,car
189,car
189,car
190,car
191,car
191,car
191,car
192,car
192,car
192,car
194,car
