frame,object_name
0,car
0,car
0,person
0,car
0,car
0,car
50,car
50,car
50,car
50,car
50,person
50,person
50,car
100,car
100,car
100,car
100,person
100,person
100,car
150,person
150,person
150,car
150,car
200,car
200,person
200,car
250,person
250,car
300,car
300,car
300,person
350,car
350,car
400,car
400,car
400,car
450,car
450,car
500,car
500,car
500,car
550,car
550,car
550,car
600,car
600,car
650,car
650,car
650,car
700,car
700,car
700,car
700,person
750,car
750,person
750,car
750,person
800,car
800,car
800,person
850,car
850,person
850,person
900,person
900,person
900,car
950,person
950,person
950,car
1000,person
1000,person
1000,car
1050,person
1050,person
1050,car
1100,person
1100,car
1100,person
1100,person
1150,person
1150,person
1150,car
1150,car
1200,person
1200,person
1200,car
1250,person
1250,person
1250,person
1250,car
1300,car
1300,person
1300,car
1300,car
1300,person
1350,person
1350,car
1350,car
1350,person
1400,car
1400,person
1400,person
1400,car
1450,car
1450,car
1450,car
1500,car
1500,person
1500,car
1500,person
1500,person
1550,car
1550,person
1550,car
1600,car
1600,person
1600,person
1600,car
1600,car
1600,person
1650,person
1650,person
1650,car
1650,car
1700,car
1700,car
1700,car
1700,person
1700,car
1700,person
1750,car
1750,car
1750,car
1750,person
1800,car
1800,car
1800,person
1850,car
1850,car
1850,person
1900,car
1900,car
1950,car
1950,car
2000,car
2000,car
2000,car
2000,person
2000,person
2050,car
2050,car
2050,car
2050,person
2050,person
2100,car
2100,car
2100,car
2150,car
2150,car
2150,car
2200,car
2200,car
2200,car
2200,person
2250,car
2250,car
2250,car
2250,car
2300,car
2300,car
2300,car
2300,car
2300,person
2350,car
2350,car
2350,car
2350,car
2400,car
2400,car
2400,car
2400,car
2450,car
2450,car
2450,car
2450,car
2500,car
2500,car
2500,car
2500,car
2500,car
2500,person
2550,car
2550,car
2550,car
2550,car
2550,car
2550,car
2550,person
2550,person
2600,car
2600,car
2600,car
2600,car
2600,person
2600,car
2600,car
2600,car
2600,person
2650,car
2650,car
2650,car
2650,car
2650,car
2650,person
2650,car
2700,car
2700,car
2700,person
2700,person
2700,car
2700,person
2750,car
2750,car
2750,person
2750,person
2750,car
2750,person
2800,car
2800,person
2800,person
2800,car
2800,car
2800,car
2800,person
2850,person
2850,person
2850,car
2850,car
2850,person
2850,person
2850,car
2900,person
2900,person
2900,person
2900,car
2900,person
2900,car
2900,car
2950,person
2950,car
2950,person
2950,person
2950,car
2950,car
2950,car
2950,person
3000,car
3000,person
3000,car
3000,car
3050,person
3050,person
3050,car
3100,person
3100,person
3100,person
3100,car
3100,person
3150,car
3150,person
3200,person
3200,car
3200,person
3250,person
3250,car
3300,car
3300,person
3350,car
3400,car
3450,car
3500,person
3500,car
3550,person
3550,car
3600,person
3600,car
3650,person
3650,car
3650,car
3700,person
3700,car
3750,person
3750,person
3750,car
3750,person
3800,person
3800,car
3800,person
3850,car
3850,person
3850,person
3850,car
3900,car
3900,person
3900,car
3900,person
3950,car
