frame,object_name
0,car
50,person
50,car
100,person
200,person
550,car
600,car
750,car
900,person
950,person
1350,car
1400,car
1700,car
1750,car
1800,car
1850,car
1900,car
1950,car
2000,car
2000,car
2100,car
2100,car
2150,car
2150,car
2200,car
2200,car
2250,car
2250,car
2300,car
2300,car
2350,car
2350,car
2400,car
2400,car
2450,car
2500,car
2500,car
2500,car
2550,car
2550,car
2600,car
2650,car
2700,car
2700,car
3700,car
3850,person
4100,car
4200,car
4250,car
4300,car
5000,car
5050,car
5050,car
5100,car
5600,car
5900,car
6100,car
6200,car
6250,car
6300,car
6350,car
6350,car
6400,car
6700,car
7650,person
7750,person
7800,person
8000,car
8100,car
8450,car
8450,car
8600,car
9000,car
9000,car
9400,car
9500,car
9550,car
9600,car
9650,car
9700,car
9750,car
9900,car
9950,car
9950,car
10000,car
10000,car
10350,car
10900,car
10950,car
11350,car
11450,car
11850,car
11950,car
12100,car
12150,car
12250,car
12350,car
12450,car
12650,car
12650,car
12700,car
12750,car
13700,car
13850,car
13900,car
13950,car
14450,car
14500,car
14500,car
14550,car
14600,car
15100,car
15150,car
15300,car
15500,car
15550,car
15600,car
15600,car
15700,car
15750,car
15750,car
15800,car
16150,car
17650,car
18000,car
18050,car
18200,car
18450,car
18500,car
18550,car
18600,car
20500,car
20550,car
20600,car
20650,car
20700,car
20750,car
20800,car
20850,car
20950,car
21100,car
21150,car
21200,car
21450,car
21450,car
21700,person
21700,car
21800,person
22100,car
22150,car
22300,car
22500,car
22900,car
22950,car
23150,car
23200,car
23650,car
23750,car
23800,car
24100,car
24150,car
24200,car
25100,car
25200,car
25700,car
25800,car
25950,car
26300,car
26700,person
27150,car
27150,car
27250,car
27300,car
27350,car
27400,car
27850,car
27900,car
27950,car
28000,car
28200,car
28650,car
28750,car
28800,car
29150,car
29200,car
29400,car
29400,car
29450,car
29450,car
29500,car
29650,car
30100,car
30250,car
30250,car
30300,car
30300,car
30350,car
30350,car
30400,car
30450,car
30500,car
30550,car
30550,car
30600,car
30650,car
30650,car
31650,car
31900,car
31950,car
32050,car
32100,car
32300,car
32550,car
32650,car
32850,car
33450,car
33500,car
33650,car
33700,car
33750,car
33800,car
33850,car
34950,car
35250,car
35300,car
35300,car
35350,car
35400,car
35550,car
35650,car
36050,car
36100,car
36950,car
37150,car
37150,car
37250,car
37300,car
37350,car
37600,car
39000,car
39600,car
39950,car
40000,car
40750,car
41400,car
41600,car
41850,car
42200,car
42550,car
42600,car
42600,car
42650,car
42700,car
42700,car
42700,car
42800,car
42850,car
42900,car
42950,car
43000,car
43050,car
43100,car
43150,car
43200,car
43200,person
43250,car
43300,car
43300,person
43350,car
43450,car
43750,car
44550,car
44550,car
44600,car
44600,car
44650,car
45650,car
46000,car
46100,car
46300,car
46800,car
47500,car
47550,car
48000,person
48050,person
48100,person
48200,person
48250,person
48900,person
49450,car
49950,car
50000,car
50000,car
50050,car
50050,car
50150,car
50150,car
50200,car
50650,car
50700,car
50700,car
51050,car
51100,car
51150,car
52350,person
52400,person
52450,person
52500,person
52650,car
52800,car
53200,car
53250,car
