frame,object_name
403,car
403,car
286,car
286,car
286,car
286,car
286,car
778,car
778,car
778,car
778,car
935,car
935,car
935,car
935,car
662,car
662,person
662,car
893,car
893,car
893,car
893,car
697,car
697,car
697,car
285,car
285,car
285,car
285,car
285,car
285,car
285,car
51,car
51,car
51,car
21,car
21,car
21,car
21,car
21,car
21,car
672,car
672,car
672,car
672,person
722,car
722,car
722,car
309,car
309,car
309,car
309,car
309,car
309,car
529,car
529,car
529,car
529,car
529,car
529,person
699,car
699,car
699,car
604,car
604,car
604,car
604,person
367,car
367,car
367,car
367,car
367,car
367,car
367,car
367,car
292,car
292,car
292,car
292,car
292,car
292,car
292,car
249,car
249,car
249,car
249,car
249,car
249,car
249,car
866,car
866,car
866,car
411,car
411,car
411,car
411,car
411,car
556,car
556,car
556,car
842,car
842,car
842,car
589,car
589,car
589,person
589,car
890,car
890,car
890,car
883,car
883,car
883,car
726,car
726,car
726,car
47,car
47,car
47,car
47,car
47,car
132,car
132,car
132,car
132,car
132,car
132,car
132,car
741,car
741,car
741,car
603,car
603,car
603,car
603,person
308,car
308,car
308,car
308,car
308,car
308,car
901,car
901,car
901,car
901,car
901,car
879,car
879,car
879,car
879,car
383,car
383,car
383,car
383,car
769,car
769,car
769,car
769,car
122,car
122,car
122,car
122,car
122,car
28,car
28,car
28,car
28,car
28,car
418,car
418,car
418,car
418,car
418,car
266,car
266,car
266,car
266,car
266,car
266,car
266,car
98,car
98,car
98,car
98,car
98,car
888,car
888,car
888,car
888,car
7,car
7,car
7,car
42,car
42,car
42,car
42,car
42,car
585,car
585,car
585,person
652,car
652,car
652,person
432,car
432,car
432,car
724,car
724,car
724,car
724,person
798,car
798,car
798,car
798,car
798,car
173,car
173,car
173,car
173,car
173,car
156,car
156,car
156,car
156,car
156,car
156,car
156,car
156,car
742,car
742,car
120,car
120,car
120,car
120,car
120,car
120,car
120,car
949,car
949,car
949,car
949,car
873,car
873,car
873,car
873,person
705,car
705,car
705,car
9,car
9,car
925,car
925,car
925,car
925,car
925,car
504,car
504,car
504,car
504,car
504,car
492,car
492,car
492,car
492,car
