frame,object_name
0,car
0,car
50,car
50,car
50,car
100,car
150,car
350,car
400,car
450,car
500,car
550,car
550,car
600,car
650,car
700,car
1300,car
1350,car
1400,car
1400,car
1500,car
1550,car
1700,car
1750,car
1800,car
1850,car
1900,car
1950,car
2000,car
2000,car
2050,car
2050,car
2100,car
2100,car
2150,car
2150,car
2200,car
2200,car
2250,car
2250,car
2300,car
2300,car
2350,car
2350,car
2400,car
2400,car
2450,car
2450,car
2500,car
2500,car
2500,car
2500,car
2550,car
2550,car
2550,car
2600,car
2600,car
2600,car
2600,car
2600,car
2650,car
2650,car
2650,car
2700,car
2700,car
2700,car
2750,car
2750,car
2750,car
2800,car
2800,car
2850,car
2900,car
2950,car
3750,car
3800,car
3950,car
4100,car
4150,car
4200,car
4250,car
4300,car
4350,car
4900,car
5000,car
5000,car
5050,car
5050,car
5050,car
5050,car
5100,car
5100,car
5100,car
5150,car
5150,car
5200,car
5250,car
5300,car
5350,car
5450,car
5600,car
5800,car
5850,car
5900,car
5950,car
6000,car
6050,car
6100,car
6150,car
6200,car
6250,car
6300,car
6350,car
6350,car
6400,car
6400,car
6400,car
6700,car
6750,car
8000,car
8050,car
8050,car
8150,car
8150,car
8200,car
8500,car
8600,car
8600,car
8700,car
9000,car
9000,car
9100,car
9150,car
9200,car
9200,car
9250,car
9450,car
9500,car
9550,car
9600,car
9650,car
9700,car
9750,car
9800,car
9850,car
9900,car
9950,car
9950,car
10000,car
10000,car
10050,car
10100,car
10150,car
10350,car
10800,car
10850,car
10950,car
11350,car
11400,car
11400,car
11450,car
11500,car
11550,car
11600,car
11650,car
11700,car
11750,car
11800,car
11800,car
11850,car
11850,car
11900,car
11950,car
12100,car
12200,car
12400,car
12450,car
12650,car
12650,car
12700,car
12750,car
13550,car
13700,car
13950,car
14000,car
14250,car
14400,car
14450,car
14450,car
14450,car
14500,car
14500,car
14500,car
14550,car
14550,car
14550,car
14600,car
14650,car
14650,car
14750,car
14800,car
14850,car
14950,car
15000,car
15050,car
15100,car
15100,car
15150,car
15150,car
15200,car
15200,car
15250,car
15250,car
15300,car
15300,car
15350,car
15350,car
15400,car
15400,car
15450,car
15450,car
15500,car
15550,car
15550,car
15550,car
15600,car
15600,car
15600,car
15650,car
15650,car
15700,car
15700,car
15750,car
15750,car
15750,car
15800,car
15850,car
15900,car
15950,car
15950,car
16150,car
16250,car
16300,car
16350,car
16400,car
16450,car
16500,car
16500,car
16550,car
17100,car
17150,car
17600,car
17600,car
17650,car
17750,car
17800,car
17900,car
17950,car
18000,car
18000,car
18050,car
18200,car
18250,car
18450,car
18500,car
18550,car
18600,car
19800,car
19850,car
20500,car
20550,car
20600,car
20650,car
20700,car
20700,car
20750,car
20800,car
20850,car
20850,car
20900,car
20900,car
20950,car
20950,car
21000,car
21050,car
21100,car
21100,car
21100,car
21150,car
21150,car
21150,car
21200,car
21200,car
21200,car
21250,car
21250,car
